Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
41970693,Strike Your Heart,Amélie Nothomb,"Nothomb, Amélie",Alison Anderson,"=""1609454855""","=""9781609454852""",0,3.87,Europa Editions,Paperback,128,2018,2017,,2019/06/20,to-read,to-read (#99),to-read,,,,0,,,0,,,,,
21747642,What I Talk About When I Talk About Running,Haruki Murakami,"Murakami, Haruki",,"=""""","=""""",3,3.85,Vintage,Paperback,181,2009,2007,,2019/06/15,,,read,,,,2,,,0,,,,,
38470220,The Lady and the Little Fox Fur,Violette Leduc,"Leduc, Violette","Derek Coltman, Deborah Levy","=""0241357454""","=""9780241357453""",0,3.67,Penguin,Paperback,80,2018,1965,,2019/06/14,to-read,to-read (#98),to-read,,,,0,,,0,,,,,
1011826,The Education of T.C. Mits: What modern mathematics means to you,Lillian R. Lieber,"Lieber, Lillian R.","Hugh Gray Lieber, Barry Mazur","=""1589880331""","=""9781589880337""",0,4.28,Paul Dry Books,Paperback,230,2008,2007,,2019/06/09,to-read,to-read (#97),to-read,,,,0,,,0,,,,,
12172,Memoirs of Hadrian,Marguerite Yourcenar,"Yourcenar, Marguerite",Grace Frick,"=""0374529264""","=""9780374529260""",3,4.25,"Farrar, Straus and Giroux",Paperback,347,2005,1951,,2019/06/03,,,read,,,,1,,,0,,,,,
1927322,Rhinoceros,Eugène Ionesco,"Ionesco, Eugène",Martin Crimp,"=""0571240232""","=""9780571240234""",3,3.88,Faber & Faber,Paperback,160,2007,1959,,2016/09/14,,,read,,,,1,,,0,,,,,
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",4,4.37,Scribner,Hardcover,368,2017,2017,,2018/01/24,,,read,,,,1,,,0,,,,,
35133922,Educated,Tara Westover,"Westover, Tara",,"=""""","=""""",3,4.46,Random House,Hardcover,334,2018,2018,,2019/04/21,,,read,"Here, the story itself dominates. I didn't feel much of her voice, her feelings, or her character - as much as a struggle to get a story out on the pages. Perhaps that, in turn, says something about the book or the writer. ",,,1,,,0,,,,,
19062459,What I Loved,Siri Hustvedt,"Hustvedt, Siri",,"=""""","=""""",2,4.06,Henry Holt and Co.,Kindle Edition,386,2004,2002,,2019/06/02,,,read,Two stars. It's a beautifully-written book; the kind of book that wraps its words around you and doesn't let go easily. It's the kind of book that has a haunting quality to it. Two stars - only because that quality is too much connected to sadness. ,,,1,,,0,,,,,
30826231,Designing Interface Animation: Meaningful Motion for User Experience,Val Head,"Head, Val",,"=""1933820721""","=""""",0,4.26,Rosenfeld,Paperback,240,2016,,,2019/05/14,to-read,to-read (#96),to-read,,,,0,,,0,,,,,
301763,Approaching Eye Level,Vivian Gornick,"Gornick, Vivian",,"=""0807070912""","=""9780807070918""",0,3.86,Beacon Press,Paperback,176,1997,1996,,2019/05/15,to-read,to-read (#95),to-read,,,,0,,,0,,,,,
19669336,Flow: The Psychology of Optimal Experience,Mihaly Csikszentmihalyi,"Csikszentmihalyi, Mihaly",,"=""""","=""""",2,4.09,HarperCollins e-books,Kindle Edition,336,2008,1990,2018/07/14,2016/03/29,,,read,,,,1,,,0,,,,,
44106855,"Healthier Together: Recipes for Two--Nourish Your Body, Nourish Your Relationships: A Cookbook",Liz Moody,"Moody, Liz",,"=""""","=""""",0,4.17,Clarkson Potter,Kindle Edition,220,2019,,,2019/04/25,"to-read, kitchen","to-read (#94), kitchen (#3)",to-read,,,,0,,,0,,,,,
435488,Copenhagen,Michael Frayn,"Frayn, Michael",,"=""0385720793""","=""9780385720793""",0,4.01,Anchor Books,Paperback,132,2000,1998,,2019/04/25,to-read,to-read (#93),to-read,,,,0,,,0,,,,,
458275,The Pilgrim Hawk,Glenway Wescott,"Wescott, Glenway",Michael Cunningham,"=""0940322560""","=""9780940322561""",0,3.61,NYRB Classics,Paperback,136,2001,1940,,2019/04/25,to-read,to-read (#92),to-read,,,,0,,,0,,,,,
1331869,The Needs of Strangers,Michael Ignatieff,"Ignatieff, Michael",,"=""0099435519""","=""9780099435518""",0,3.83,London: Vintage,Paperback,156,1994,1984,,2019/04/25,to-read,to-read (#91),to-read,,,,0,,,0,,,,,
111604,Conditions of Love: The Philosophy of Intimacy,John Armstrong,"Armstrong, John",,"=""0393057593""","=""9780393057591""",0,3.91,W. W. Norton  Company,Hardcover,176,2003,2002,,2019/04/25,to-read,to-read (#90),to-read,,,,0,,,0,,,,,
36568405,Orphic Paris,Henri Cole,"Cole, Henri",,"=""""","=""""",4,4.05,New York Review Books,Kindle Edition,177,2018,2018,,2019/01/09,,,read,,,,1,,,0,,,,,
24376201,Essays in Love,Alain de Botton,"Botton, Alain de",,"=""1447275322""","=""9781447275329""",3,3.98,Picador Classic,Paperback,224,2015,1993,,2019/03/15,,,read,,,,1,,,0,,,,,
2459739,Insomnia: A Cultural History,Eluned Summers-Bremner,"Summers-Bremner, Eluned",,"=""1861893175""","=""9781861893178""",0,3.31,Reaktion Books,Hardcover,176,2008,2008,,2019/02/09,to-read,to-read (#87),to-read,,,,0,,,0,,,,,
16234597,The Conquest of Happiness,Bertrand Russell,"Russell, Bertrand",Daniel C. Dennett,"=""087140673X""","=""9780871406736""",0,4.02,Liveright,Paperback,224,2013,1930,,2019/02/09,to-read,to-read (#89),to-read,,,,0,,,0,,,,,
18133681,Bartleby & Co.,Enrique Vila-Matas,"Vila-Matas, Enrique",Ileana Scipione,"=""9735767031""","=""9789735767037""",0,3.96,RAO,Paperback,192,2005,2000,,2019/02/09,to-read,to-read (#88),to-read,,,,0,,,0,,,,,
91078,Coming to Our Senses: Healing Ourselves and the World Through Mindfulness,Jon Kabat-Zinn,"Kabat-Zinn, Jon",,"=""0786886544""","=""9780786886548""",0,3.90,Hachette Books,Paperback,656,2006,2004,,2019/02/09,to-read,to-read (#86),to-read,,,,0,,,0,,,,,
132508,Letty Fox: Her Luck,Christina Stead,"Stead, Christina",Tim Parks,"=""0940322706""","=""9780940322707""",0,3.69,NYRB Classics,Paperback,640,2001,1946,,2018/12/29,to-read,to-read (#85),to-read,,,,0,,,0,,,,,
41842200,Family Lexicon,Natalia Ginzburg,"Ginzburg, Natalia",Tim Parks,"=""1911547259""","=""""",0,3.94,Daunt Books,Paperback,304,2018,1963,,2018/12/23,to-read,to-read (#84),to-read,,,,0,,,0,,,,,
13082436,The Passion According to G.H.,Clarice Lispector,"Lispector, Clarice","Idra Novey, Caetano Veloso, Benjamin Moser","=""0811219682""","=""9780811219686""",0,4.13,New Directions,Paperback,193,2012,1964,,2018/12/01,to-read,to-read (#83),to-read,,,,0,,,0,,,,,
28263445,The Odd Woman and the City: A Memoir,Vivian Gornick,"Gornick, Vivian",,"=""""","=""""",4,3.87,Nero,Kindle Edition,192,2016,2015,,2018/11/13,,,read,,,,1,,,0,,,,,
71490,The Adventures and Misadventures of Maqroll,Álvaro Mutis,"Mutis, Álvaro","Edith Grossman, Francisco Goldman","=""0940322919""","=""9780940322912""",0,4.34,NYRB Classics,Paperback,700,2002,1993,,2018/10/10,to-read,to-read (#82),to-read,,,,0,,,0,,,,,
398352,The Enchanted April,Elizabeth von Arnim,"Arnim, Elizabeth von",Cathleen Schine,"=""1590172256""","=""9781590172254""",0,3.93,NYRB Classics,Paperback,247,2007,1922,,2018/10/10,to-read,to-read (#81),to-read,,,,0,,,0,,,,,
6310492,No Tomorrow,Vivant Denon,"Denon, Vivant","Peter Brooks, Malle Talvet, Lydia Davis","=""1590173260""","=""9781590173268""",0,3.57,NYRB Classics,Paperback,63,2009,1777,,2018/10/10,to-read,to-read (#80),to-read,,,,0,,,0,,,,,
599441,Piano,Jean Echenoz,"Echenoz, Jean",Mark Polizzotti,"=""1565848713""","=""9781565848719""",0,3.55,The New Press,Hardcover,128,2004,2003,,2018/10/10,to-read,to-read (#79),to-read,,,,0,,,0,,,,,
900055,Count d'Orgel's Ball,Raymond Radiguet,"Radiguet, Raymond",Jean Cocteau,"=""1590171381""","=""9781590171387""",0,3.61,NYRB Classics,Paperback,176,2005,1924,,2018/10/10,to-read,to-read (#78),to-read,,,,0,,,0,,,,,
162712,Geography of Home: Writings on Where We Live,Akiko Busch,"Busch, Akiko",Princeton Architectural Press,"=""1568984294""","=""9781568984292""",0,3.62,Princeton Architectural Press,Paperback,164,2003,1999,,2018/09/30,to-read,to-read (#77),to-read,,,,0,,,0,,,,,
70189,Rainer Maria Rilke and Lou Andreas-Salomé: The Correspondence,Rainer Maria Rilke,"Rilke, Rainer Maria","Lou Andreas-Salomé, Edward Snow, Michael Winkler","=""0393049760""","=""9780393049763""",0,4.29,W. W. Norton  Company,Hardcover,448,2006,1985,,2018/09/19,to-read,to-read (#76),to-read,,,,0,,,0,,,,,
9889,Breakfast at Tiffany's,Truman Capote,"Capote, Truman",,"=""""","=""""",4,3.88,"Penguin Books, UK",Paperback,157,2000,1958,,2018/08/02,,,read,,,,1,,,0,,,,,
3188964,The Doors of Perception,Aldous Huxley,"Huxley, Aldous",,"=""""","=""""",4,3.94,Chatto & Windus ,Hardcover,208,1954,1954,,2018/07/01,,,read,,,,1,,,0,,,,,
21093822,Jigsaw: An Unsentimental Education,Sybille Bedford,"Bedford, Sybille",,"=""""","=""""",4,4.13,Eland Publishing,Kindle Edition,372,2012,1989,2018/07/01,2018/06/23,,,read,,,,1,,,0,,,,,
12096,Rhinoceros / The Chairs / The Lesson,Eugène Ionesco,"Ionesco, Eugène","Derek Prouse, Donald   Watson","=""0141184299""","=""9780141184296""",3,4.02,Penguin Books,Paperback,224,2000,1962,2018/05/19,2018/05/08,,,read,,,,1,,,0,,,,,
106,Dune Messiah (Dune #2),Frank Herbert,"Herbert, Frank",,"=""0441172695""","=""9780441172696""",4,3.89,Ace Books,Mass Market Paperback,331,1987,1969,,2011/03/07,,,read,,,,1,,,0,,,,,
3399467,Four Major Plays,Henrik Ibsen,"Ibsen, Henrik","James McFarlane, Jens Arup","=""0199536198""","=""9780199536191""",4,4.13,Oxford University Press,Paperback,355,2008,1879,2018/05/02,2018/04/29,,,read,,,,1,,,0,,,,,
26196076,John,Annie Baker,"Baker, Annie",,"=""1559365293""","=""9781559365291""",2,4.29,Theatre Communications Group,Paperback,154,2016,2016,,2018/04/28,,,read,,,,1,,,0,,,,,
629,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,"Pirsig, Robert M.",,"=""0060589469""","=""9780060589462""",3,3.77,HarperTorch,Mass Market Paperback,540,2006,1974,2018/04/28,2018/04/15,,,read,,,,1,,,0,,,,,
594852,The Life and Opinions of the Tomcat Murr,E.T.A. Hoffmann,"Hoffmann, E.T.A.","Anthea Bell, Jeremy Adler","=""0140446311""","=""9780140446319""",0,3.98,Penguin Classics,Paperback,384,1999,1819,,2018/03/10,to-read,to-read (#75),to-read,,,,0,,,0,,,,,
25136217,You Don't Know JS: Up & Going,Kyle Simpson,"Simpson, Kyle",,"=""1491924411""","=""9781491924419""",4,4.33,"O'Reilly Media, Inc.",ebook,72,2015,2015,,2018/03/06,,,read,,,,1,,,0,,,,,
1407803,Zeno's Conscience,Italo Svevo,"Svevo, Italo",William Weaver,"=""014018774X""","=""9780140187748""",4,3.82,Penguin Books Ltd,Paperback,437,2002,1923,2018/02/18,2017/09/22,,,read,,,,1,,,0,,,,,
25251214,"Rendezvous with Rama (Rama, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",3,4.10,Gollancz,Paperback,252,2006,1973,,2018/02/18,,,read,,,,1,,,0,,,,,
28957278,Love Voltaire Us Apart: A Philosopher's Guide to Relationships,Julia Edelman,"Edelman, Julia",Hallie Bateman,"=""1785780999""","=""9781785780998""",0,3.42,Icon Books,Hardcover,155,2016,2016,,2018/02/12,to-read,to-read (#74),to-read,,,,0,,,0,,,,,
157409,Dream Story,Arthur Schnitzler,"Schnitzler, Arthur","J.M.Q. Davies, Frederic Raphael","=""0141182245""","=""9780141182247""",0,3.78,Penguin Classics,Paperback,99,1999,1926,,2018/01/24,to-read,to-read (#73),to-read,,,,0,,,0,,,,,
328802,Totto-chan: The Little Girl at the Window,Tetsuko Kuroyanagi,"Kuroyanagi, Tetsuko","Chihiro Iwasaki, Dorothy Britton","=""4770020678""","=""9784770020673""",4,4.35,Kodansha,Paperback,232,1996,1981,,2017/09/22,,,read,,,,1,,,0,,,,,
275,The Lover,Marguerite Duras,"Duras, Marguerite","Barbara Bray, Maxine Hong Kingston","=""""","=""""",0,3.74,Pantheon Books,Paperback,117,1998,1984,,2017/12/18,to-read,to-read (#72),to-read,,,,0,,,0,,,,,
28645653,"Small Victories: Recipes, Advice + Hundreds of Ideas for Home Cooking Triumphs (Best Simple Recipes, Simple Cookbook Ideas, Cooking Techniques Book)",Julia Turshen,"Turshen, Julia","Gentyl & Hyers, Ina Garten","=""1452143099""","=""9781452143095""",0,4.22,Chronicle Books,Hardcover,304,2016,2016,,2017/12/10,"to-read, kitchen","to-read (#71), kitchen (#2)",to-read,,,,0,,,0,,,,,
128648,Sempe: Nothing is Simple,Jean-Jacques Sempé,"Sempé, Jean-Jacques",,"=""0714844837""","=""9780714844831""",0,4.38,Phaidon Press,Hardcover,148,2006,1962,,2017/12/01,to-read,to-read (#70),to-read,,,,0,,,0,,,,,
14578407,Penpal,Dathan Auerbach,"Auerbach, Dathan",,"=""098554550X""","=""9780985545505""",3,3.86,1000Vultures,Paperback,243,2012,2012,,2017/11/11,,,read,,,,1,,,0,,,,,
210255,Against Nature (À Rebours),Joris-Karl Huysmans,"Huysmans, Joris-Karl","Robert Baldick, Patrick McGuinness","=""0140447636""","=""9780140447637""",0,3.85,Penguin,Paperback,242,2003,1884,,2017/11/10,to-read,to-read (#69),to-read,,,,0,,,0,,,,,
35857970,Design Systems: A practical guide to creating design languages for digital products,Alla Kholmatova,"Kholmatova, Alla",,"=""""","=""""",0,4.17,Smashing Magazine,Paperback,288,2017,,,2017/10/21,"to-read, design","to-read (#68), design (#1)",to-read,,,,0,,,0,,,,,
2452483,The Library at Night,Alberto Manguel,"Manguel, Alberto",,"=""0300139144""","=""9780300139143""",0,3.99,Yale University Press,Hardcover,373,2008,2006,,2017/10/01,to-read,to-read (#67),to-read,,,,0,,,0,,,,,
16280514,After The Theater,Anton Chekhov,"Chekhov, Anton",Dave Courvoisier,"=""1469085984""","=""9781469085982""",3,3.15,Harmonic Wave,Audiobook,,2012,2012,,2016/12/09,,,read,,,,1,,,0,,,,,
35429034,Web Typography: A handbook for designing beautiful and effective responsive typography,Richard Rutter,"Rutter, Richard",,"=""9780995664""","=""""",0,4.67,,ebook,334,2017,,,2017/09/09,"to-read, dev","to-read (#66), dev (#1)",to-read,,,,0,,,0,,,,,
760472,The Sheltering Sky,Paul Bowles,"Bowles, Paul",,"=""0679729798""","=""9780679729792""",0,3.91,Vintage Books,Paperback,335,1990,1949,,2017/09/03,to-read,to-read (#64),to-read,,,,0,,,0,,,,,
1101625,Not Wanted on the Voyage,Timothy Findley,"Findley, Timothy",,"=""014007306X""","=""9780140073065""",5,3.99,Penguin,Mass Market Paperback,352,1985,1984,2017/08/20,2017/08/20,,,read,,,,1,,,0,,,,,
2476034,Revolutionary Road,Richard Yates,"Yates, Richard",,"=""0099518627""","=""9780099518624""",3,3.90,Vintage Classics,Paperback,338,2007,1961,2017/08/12,2017/08/12,,,read,,,,1,,,0,,,,,
21280717,Assholes: A Theory,Aaron James,"James, Aaron",,"=""1857886100""","=""9781857886108""",2,3.13,Nicholas Brealey Publishing,Paperback,240,2013,2012,2017/07/07,2017/05/31,,,read,,,,1,,,0,,,,,
19186358,Nanban: Japanese Soul Food,Tim Anderson,"Anderson, Tim",,"=""022409890X""","=""9780224098908""",4,4.10,Square Peg,Hardcover,256,2015,2014,,2017/06/29,,,read,,,,1,,,0,,,,,
124095,Pleasures and Days,Marcel Proust,"Proust, Marcel",A.N. Wilson,"=""184391090X""","=""9781843910909""",0,3.87,Hesperus Press,Paperback,194,2004,1896,,2017/06/29,to-read,to-read (#63),to-read,,,,0,,,0,,,,,
59153,Twenty Four Hours in the Life of a Woman & The Royal Game,Stefan Zweig,"Zweig, Stefan",Anthea Bell,"=""1901285618""","=""9781901285611""",0,4.14,Pushkin Press,Paperback,212,2006,,,2017/04/05,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
33098567,The Facts of Life,Paula  Knight,"Knight, Paula",,"=""0271078464""","=""9780271078465""",2,4.11,Penn State University Press,Paperback,240,2017,,2017/05/31,2017/05/29,,,read,,,,1,,,0,,,,,
204148,Sleep Has His House,Anna Kavan,"Kavan, Anna",,"=""0720611296""","=""9780720611298""",0,3.97,Peter Owen Publishers,Paperback,200,2002,1973,,2017/05/29,to-read,to-read (#62),to-read,,,,0,,,0,,,,,
28305,The Human Comedy,William Saroyan,"Saroyan, William","Don Freeman, Michael Farmer","=""0151423016""","=""9780151423019""",0,4.02,Houghton Mifflin Harcourt,Hardcover,256,1989,1943,,2017/05/24,to-read,to-read (#61),to-read,,,,0,,,0,,,,,
789497,Doctor Glas,Hjalmar Söderberg,"Söderberg, Hjalmar","Paul Britten Austin, Margaret Atwood","=""0385722672""","=""9780385722674""",3,3.82,Anchor,Paperback,156,2002,1905,2017/05/04,2016/11/21,,,read,,,,1,,,0,,,,,
4138,Naked,David Sedaris,"Sedaris, David",,"=""""","=""""",4,4.08,Back Bay Books,Paperback,304,1998,1997,2017/05/02,2017/05/02,,,read,,,,1,,,0,,,,,
144070,Quartet,Jean Rhys,"Rhys, Jean",,"=""0393315460""","=""9780393315462""",0,3.71,W. W. Norton  Company,Paperback,192,1997,1928,,2017/05/02,to-read,to-read (#60),to-read,,,,0,,,0,,,,,
905459,Wolf Solent,John Cowper Powys,"Powys, John Cowper",,"=""0375703071""","=""9780375703072""",0,4.11,Vintage,Paperback,640,1998,1929,,2017/05/02,to-read,to-read (#59),to-read,,,,0,,,0,,,,,
60230,The Farther Reaches of Human Nature (Esalen Book),Abraham H. Maslow,"Maslow, Abraham H.","Henry Geiger, Bretha G. Maslow","=""0140194703""","=""9780140194708""",0,4.16,Penguin ,Paperback,432,1993,1971,,2017/04/22,to-read,to-read (#57),to-read,,,,0,,,0,,,,,
22253781,The Discovery of Being,Rollo May,"May, Rollo",,"=""039335086X""","=""9780393350869""",0,4.05,W. W. Norton  Company,Paperback,224,2015,1984,,2017/04/22,to-read,to-read (#56),to-read,,,,0,,,0,,,,,
174876,A Way of Being,Carl R. Rogers,"Rogers, Carl R.",Irvin D. Yalom,"=""0395755301""","=""9780395755303""",0,4.24,Mariner Books,Paperback,395,1995,1980,,2017/04/22,"to-read, psi","to-read (#55), psi (#13)",to-read,,,,0,,,0,,,,,
23047,Intimacy and Midnight All Day: A Novel and Stories,Hanif Kureishi,"Kureishi, Hanif",,"=""0743217144""","=""9780743217149""",0,3.58,Scribner,Paperback,336,2001,1998,,2017/04/16,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
4772110,Nocturnes: Five Stories of Music and Nightfall,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0307397874""","=""9780307397874""",0,3.48,Knopf Canada,Hardcover,221,2009,2009,,2017/04/14,to-read,to-read (#53),to-read,,,,0,,,0,,,,,
12737118,Wife 22,Melanie Gideon,"Gideon, Melanie",,"=""034552795X""","=""9780345527950""",3,3.52,Ballantine Books,Hardcover,380,2012,2008,,2017/04/10,,,read,,,,1,,,0,,,,,
30234552,The Wolf Wilder,Katherine Rundell,"Rundell, Katherine",,"=""1408854856""","=""9781408854853""",2,4.07,Bloomsbury Childrens,Paperback,256,2016,2015,2017/01/01,2017/03/22,,,read,,,,1,,,0,,,,,
60653,"Cows, Pigs, Wars, and Witches: The Riddles of Culture",Marvin Harris,"Harris, Marvin",,"=""0679724680""","=""9780679724681""",0,3.92,Vintage,Paperback,288,1989,1974,,2017/04/05,to-read,to-read (#52),to-read,,,,0,,,0,,,,,
46064,"The Diary of Anaïs Nin, Vol. 1: 1931-1934",Anaïs Nin,"Nin, Anaïs",Gunther Stuhlmann,"=""0156260255""","=""9780156260251""",3,4.13,Mariner Books,Paperback,384,1969,1966,2017/03/26,2016/08/04,,,read,,,,1,,,0,,,,,
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",0,4.29,New York Review Books,Paperback,278,2006,1965,,2017/03/22,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
5752,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,"Pinker, Steven",,"=""0142003344""","=""9780142003343""",0,4.07,Penguin Books,Paperback,528,2003,2002,,2017/03/12,"to-read, psi","to-read (#49), psi (#12)",to-read,,,,0,,,0,,,,,
9649043,Meditations in an Emergency,Frank O'Hara,"O'Hara, Frank",,"=""0394173430""","=""9780394173436""",0,4.17,Grove Press,Paperback,,1957,1957,,2017/03/06,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
22551887,Heaven and Hell,Jón Kalman Stefánsson,"Stefánsson, Jón Kalman",,"=""1623654726""","=""9781623654726""",0,4.16,MacLehose Press,Paperback,224,2015,2007,,2017/03/03,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
32336635,The Enigma of Reason,Hugo Mercier,"Mercier, Hugo",Dan Sperber,"=""0674368304""","=""9780674368309""",0,4.12,Harvard University Press,Hardcover,384,2017,2017,,2017/02/24,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
335333,The Assistant,Robert Walser,"Walser, Robert",Susan Bernofsky,"=""0811215903""","=""9780811215909""",0,4.03,New Directions,Paperback,320,2007,1908,,2017/02/17,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
855708,Bird By Bird: Some Instructions on Writing and Life,Anne Lamott,"Lamott, Anne",,"=""0679435204""","=""9780679435204""",4,4.23,Pantheon,Paperback,270,1994,1994,2017/02/01,2017/02/17,,,read,,,,1,,,0,,,,,
5986375,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",David Foster Wallace,"Wallace, David Foster",,"=""0316068225""","=""9780316068222""",4,4.51,"Little, Brown and Company",Hardcover,138,2009,2009,2017/02/15,2017/02/15,,,read,,,,1,,,0,,,,,
27866112,Jurnalul unei fete greu de mulţumit: ediție integrală,Jeni Acterian,"Acterian, Jeni",S. Skultéty,"=""9735049414""","=""9789735049416""",4,4.12,Humanitas,Hardcover,752,2015,1991,2016/01/01,2016/11/21,,,read,,,,1,,,0,,,,,
306244,Food is Culture (Arts and Traditions of the Table: Perspectives on Culinary History),Massimo Montanari,"Montanari, Massimo",Albert Sonnenfeld,"=""0231137907""","=""9780231137904""",2,3.70,Columbia University Press,Hardcover,168,2006,1999,,2017/01/09,,,read,,,,1,,,0,,,,,
757438,The Man Who Planted Trees,Jean Giono,"Giono, Jean",,"=""1570625387""","=""9781570625381""",0,4.24,Shambhala,Paperback,74,2000,1953,,2017/01/08,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
654710,The Origins of Greek Thought,Jean-Pierre Vernant,"Vernant, Jean-Pierre",,"=""0801492939""","=""9780801492938""",0,3.83,Cornell University Press,Paperback,144,1984,1962,,2016/12/21,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
389586,The Inner World of Trauma: Archetypal Defences of the Personal Spirit,Donald Kalsched,"Kalsched, Donald",,"=""0415123291""","=""9780415123297""",0,4.56,Routledge,Paperback,240,1996,1996,,2016/12/10,"to-read, psi","to-read (#42), psi (#11)",to-read,,,,0,,,0,,,,,
133974,The Pillowman,Martin McDonagh,"McDonagh, Martin",,"=""0571220320""","=""9780571220328""",0,4.36,Faber  Faber,Paperback,104,2003,2003,,2016/12/10,"to-read, theatre","to-read (#41), theatre (#2)",to-read,,,,0,,,0,,,,,
384597,Arcadia,Tom Stoppard,"Stoppard, Tom",,"=""0571169341""","=""9780571169344""",0,4.19,Faber  Faber,Paperback,97,1994,1993,,2016/12/09,"to-read, theatre","to-read (#40), theatre (#1)",to-read,,,,0,,,0,,,,,
865949,The Search For The Real Self: Unmasking The Personality Disorders Of Our Age,James F. Masterson,"Masterson, James F.",,"=""0029202922""","=""9780029202920""",4,4.00,Free Press,Paperback,256,1990,1990,2016/01/01,2016/12/02,psi,psi (#2),read,,,,1,,,0,,,,,
7684552,El Libro de Los Indicios Delatores,Peter Collet,"Collet, Peter",Lolanda Rabascall,"=""8479277440""","=""9788479277444""",4,3.83,Robin Book,Paperback,316,2005,2005,,2011/03/07,psi,psi (#10),read,,,,1,,,0,,,,,
654824,The Mummy at the Dining Room Table: Eminent Therapists Reveal Their Most Unusual Cases and What They Teach Us about Human Behavior,Jeffrey A. Kottler,"Kottler, Jeffrey A.",Jon Carlson,"=""0787978043""","=""9780787978044""",3,3.89,Jossey-Bass,Paperback,325,2005,2003,,2011/03/07,psi,psi (#9),read,,,,1,,,0,,,,,
5485876,Anxiety: Using Depth Psychology to Find a Balance in Your Life,Fritz Riemann,"Riemann, Fritz",,"=""3866492189""","=""9783866492189""",5,4.23,Barbara Budrich,Paperback,220,2009,1961,,2012/12/30,psi,psi (#8),read,,,,1,,,0,,,,,
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",Carlo Prosperi,"=""0307352145""","=""9780307352149""",3,4.06,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,,2014/12/30,psi,psi (#7),read,,,,1,,,0,,,,,
79352,Six Pillars of Self-Esteem,Nathaniel Branden,"Branden, Nathaniel",,"=""0553374397""","=""9780553374391""",5,4.13,Bantam,Paperback,341,1995,1994,,2015/11/19,psi,psi (#5),read,,,,1,,,0,,,,,
401748,The Gift of Therapy,Irvin D. Yalom,"Yalom, Irvin D.",,"=""0749923733""","=""9780749923730""",2,4.29,Piatkus Books,Paperback,307,2003,2001,,2016/01/22,psi,psi (#4),read,,,,1,,,0,,,,,
27419696,Dragoste sau dependenta. Cum sa recunosti iubirea sanatoasa,Brenda Schaeffer,"Schaeffer, Brenda",Carmen Ion,"=""""","=""9789737077011""",3,4.02,Editura Trei,Paperback,280,2012,1989,,2016/06/10,psi,psi (#3),read,,,,1,,,0,,,,,
207617,Islands and Other Essays,Jean Grenier,"Grenier, Jean","Steven Light, Albert Camus","=""1892295954""","=""9781892295958""",0,4.18,Green Integer,Paperback,250,2004,1933,,2016/11/30,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
28293,Life: A User's Manual,Georges Perec,"Perec, Georges",David Bellos,"=""0879237511""","=""9780879237516""",0,4.21,"David R. Godine, Publisher",Paperback,581,1988,1978,,2016/11/26,"nouveau-roman-authors, to-read","nouveau-roman-authors (#2), to-read (#36)",to-read,,,,0,,,0,,,,,
260048,The Planetarium,Nathalie Sarraute,"Sarraute, Nathalie",Maria Jolas,"=""156478410X""","=""9781564784100""",0,3.54,Dalkey Archive Press,Paperback,246,2014,1959,,2016/11/26,"nouveau-roman-authors, to-read","nouveau-roman-authors (#1), to-read (#35)",to-read,,,,0,,,0,,,,,
963446,Sonechka and Other Stories,Lyudmila Ulitskaya,"Ulitskaya, Lyudmila",,"=""5717200382""","=""9785717200387""",0,3.95,Glas,Paperback,192,1998,1992,,2016/11/21,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
21855244,"Clean Slate: A Cookbook and Guide: Reset Your Health, Detox Your Body, and Feel Your Best",Martha Stewart Living,"Living, Martha Stewart",,"=""0307954595""","=""9780307954596""",2,3.86,Clarkson Potter,Paperback,336,2014,2014,2016/01/01,2016/03/29,,,read,,,,1,,,0,,,,,
